item_id,source_item_uid,domain,concept,task,group_index,is_repeated_check,rater_id,included_primary,fa,cc,lc,tf,mq,risk,quality5,quality3_science
ITEM_471,mimo_A_C21,Geoscience,岩石循环,A,26,True,R01_08,True,5,4,4,4,4,1,4.2,4.333333333333333
ITEM_082,千问_C_C22,Geoscience,地震成因,C,40,True,R01_08,True,5,5,5,5,5,1,5.0,5.0
ITEM_471,mimo_A_C21,Geoscience,岩石循环,A,26,True,R01_09,False,5,5,5,5,5,1,5.0,5.0
ITEM_082,千问_C_C22,Geoscience,地震成因,C,40,True,R01_09,False,5,5,5,5,5,1,5.0,5.0
ITEM_471,mimo_A_C21,Geoscience,岩石循环,A,26,True,R01_10,False,4,3,4,3,4,1,3.6,3.6666666666666665
ITEM_082,千问_C_C22,Geoscience,地震成因,C,40,True,R01_10,False,4,3,5,5,3,3,4.0,3.3333333333333335
ITEM_477,mimo_A_C27,Climate/Environment,全球变暖与气候变化,A,26,True,R02_01,True,4,5,5,5,4,2,4.6,4.333333333333333
ITEM_088,千问_C_C28,Climate/Environment,二氧化碳的气候作用,C,40,True,R02_01,True,5,4,4,5,4,1,4.4,4.333333333333333
ITEM_477,mimo_A_C27,Climate/Environment,全球变暖与气候变化,A,26,True,R02_02,True,5,4,4,4,5,2,4.4,4.666666666666667
ITEM_088,千问_C_C28,Climate/Environment,二氧化碳的气候作用,C,40,True,R02_02,True,4,5,4,4,5,2,4.4,4.666666666666667
ITEM_477,mimo_A_C27,Climate/Environment,全球变暖与气候变化,A,26,True,R02_03,True,4,3,4,5,4,2,4.0,3.6666666666666665
ITEM_088,千问_C_C28,Climate/Environment,二氧化碳的气候作用,C,40,True,R02_03,True,5,4,4,4,5,2,4.4,4.666666666666667
ITEM_477,mimo_A_C27,Climate/Environment,全球变暖与气候变化,A,26,True,R02_04,True,4,5,4,5,4,1,4.4,4.333333333333333
ITEM_088,千问_C_C28,Climate/Environment,二氧化碳的气候作用,C,40,True,R02_04,True,5,4,4,5,4,2,4.4,4.333333333333333
ITEM_477,mimo_A_C27,Climate/Environment,全球变暖与气候变化,A,26,True,R02_05,True,5,5,5,5,5,1,5.0,5.0
ITEM_088,千问_C_C28,Climate/Environment,二氧化碳的气候作用,C,40,True,R02_05,True,5,4,4,5,4,1,4.4,4.333333333333333
ITEM_477,mimo_A_C27,Climate/Environment,全球变暖与气候变化,A,26,True,R02_06,True,5,4,4,5,4,1,4.4,4.333333333333333
ITEM_088,千问_C_C28,Climate/Environment,二氧化碳的气候作用,C,40,True,R02_06,True,5,4,4,4,5,1,4.4,4.666666666666667
ITEM_477,mimo_A_C27,Climate/Environment,全球变暖与气候变化,A,26,True,R02_07,True,5,4,5,5,5,1,4.8,4.666666666666667
ITEM_088,千问_C_C28,Climate/Environment,二氧化碳的气候作用,C,40,True,R02_07,True,4,5,5,5,4,2,4.6,4.333333333333333
ITEM_477,mimo_A_C27,Climate/Environment,全球变暖与气候变化,A,26,True,R02_08,True,5,4,5,5,5,2,4.8,4.666666666666667
ITEM_088,千问_C_C28,Climate/Environment,二氧化碳的气候作用,C,40,True,R02_08,True,5,4,5,5,4,1,4.6,4.333333333333333
ITEM_477,mimo_A_C27,Climate/Environment,全球变暖与气候变化,A,26,True,R02_09,True,4,4,5,5,5,1,4.6,4.333333333333333
ITEM_088,千问_C_C28,Climate/Environment,二氧化碳的气候作用,C,40,True,R02_09,True,5,5,3,3,4,2,4.0,4.666666666666667
ITEM_477,mimo_A_C27,Climate/Environment,全球变暖与气候变化,A,26,True,R02_10,True,5,4,5,5,5,1,4.8,4.666666666666667
ITEM_088,千问_C_C28,Climate/Environment,二氧化碳的气候作用,C,40,True,R02_10,True,5,5,4,5,1,1,4.0,3.6666666666666665
ITEM_453,mimo_A_C03,Physics,牛顿第三定律,A,26,True,R03_01,True,5,3,4,3,5,1,4.0,4.333333333333333
ITEM_064,千问_C_C04,Physics,抛体运动,C,40,True,R03_01,True,1,1,1,1,1,5,1.0,1.0
ITEM_453,mimo_A_C03,Physics,牛顿第三定律,A,26,True,R03_02,True,4,3,4,3,5,1,3.8,4.0
ITEM_064,千问_C_C04,Physics,抛体运动,C,40,True,R03_02,True,1,1,1,2,1,5,1.2,1.0
ITEM_453,mimo_A_C03,Physics,牛顿第三定律,A,26,True,R03_03,True,5,3,4,3,5,1,4.0,4.333333333333333
ITEM_064,千问_C_C04,Physics,抛体运动,C,40,True,R03_03,True,1,1,1,1,1,5,1.0,1.0
ITEM_453,mimo_A_C03,Physics,牛顿第三定律,A,26,True,R03_04,True,5,2,3,4,4,1,3.6,3.6666666666666665
ITEM_064,千问_C_C04,Physics,抛体运动,C,40,True,R03_04,True,1,1,1,1,1,5,1.0,1.0
ITEM_453,mimo_A_C03,Physics,牛顿第三定律,A,26,True,R03_05,True,4,3,4,4,5,1,4.0,4.0
ITEM_064,千问_C_C04,Physics,抛体运动,C,40,True,R03_05,True,1,2,1,1,1,5,1.2,1.3333333333333333
ITEM_453,mimo_A_C03,Physics,牛顿第三定律,A,26,True,R03_06,True,4,3,4,4,5,1,4.0,4.0
ITEM_064,千问_C_C04,Physics,抛体运动,C,40,True,R03_06,True,1,1,1,1,1,5,1.0,1.0
ITEM_453,mimo_A_C03,Physics,牛顿第三定律,A,26,True,R03_07,True,5,3,4,4,5,2,4.2,4.333333333333333
ITEM_064,千问_C_C04,Physics,抛体运动,C,40,True,R03_07,True,1,1,1,1,1,5,1.0,1.0
ITEM_453,mimo_A_C03,Physics,牛顿第三定律,A,26,True,R03_08,True,5,3,4,4,5,1,4.2,4.333333333333333
ITEM_064,千问_C_C04,Physics,抛体运动,C,40,True,R03_08,True,1,5,5,5,5,5,4.2,3.6666666666666665
ITEM_453,mimo_A_C03,Physics,牛顿第三定律,A,26,True,R03_09,True,5,5,5,4,4,1,4.6,4.666666666666667
ITEM_064,千问_C_C04,Physics,抛体运动,C,40,True,R03_09,True,1,1,1,1,1,5,1.0,1.0
ITEM_453,mimo_A_C03,Physics,牛顿第三定律,A,26,True,R03_10,True,3,3,3,3,2,2,2.8,2.6666666666666665
ITEM_064,千问_C_C04,Physics,抛体运动,C,40,True,R03_10,True,4,4,4,4,4,4,4.0,4.0
ITEM_459,mimo_A_C09,Chemistry,相变,A,26,True,R04_01,True,4,4,3,2,3,2,3.2,3.6666666666666665
ITEM_070,千问_C_C10,Chemistry,化学反应与物理变化,C,40,True,R04_01,True,4,5,4,3,4,2,4.0,4.333333333333333
ITEM_459,mimo_A_C09,Chemistry,相变,A,26,True,R04_02,True,4,3,2,3,2,2,2.8,3.0
ITEM_070,千问_C_C10,Chemistry,化学反应与物理变化,C,40,True,R04_02,True,4,5,4,3,2,2,3.6,3.6666666666666665
ITEM_459,mimo_A_C09,Chemistry,相变,A,26,True,R04_03,True,4,4,3,4,5,2,4.0,4.333333333333333
ITEM_070,千问_C_C10,Chemistry,化学反应与物理变化,C,40,True,R04_03,True,4,3,4,3,3,2,3.4,3.3333333333333335
ITEM_459,mimo_A_C09,Chemistry,相变,A,26,True,R04_04,True,4,4,3,4,3,2,3.6,3.6666666666666665
ITEM_070,千问_C_C10,Chemistry,化学反应与物理变化,C,40,True,R04_04,True,5,4,4,3,2,3,3.6,3.6666666666666665
ITEM_459,mimo_A_C09,Chemistry,相变,A,26,True,R04_05,True,4,4,4,4,3,2,3.8,3.6666666666666665
ITEM_070,千问_C_C10,Chemistry,化学反应与物理变化,C,40,True,R04_05,True,4,5,4,3,3,2,3.8,4.0
ITEM_459,mimo_A_C09,Chemistry,相变,A,26,True,R04_06,True,4,3,4,4,3,2,3.6,3.3333333333333335
ITEM_070,千问_C_C10,Chemistry,化学反应与物理变化,C,40,True,R04_06,True,4,3,4,4,3,2,3.6,3.3333333333333335
ITEM_459,mimo_A_C09,Chemistry,相变,A,26,True,R04_07,True,5,4,4,4,4,2,4.2,4.333333333333333
ITEM_070,千问_C_C10,Chemistry,化学反应与物理变化,C,40,True,R04_07,True,4,3,4,4,4,2,3.8,3.6666666666666665
ITEM_459,mimo_A_C09,Chemistry,相变,A,26,True,R04_08,True,4,5,5,5,4,2,4.6,4.333333333333333
ITEM_070,千问_C_C10,Chemistry,化学反应与物理变化,C,40,True,R04_08,True,4,5,4,4,4,2,4.2,4.333333333333333
ITEM_459,mimo_A_C09,Chemistry,相变,A,26,True,R04_09,True,4,5,5,4,5,2,4.6,4.666666666666667
ITEM_070,千问_C_C10,Chemistry,化学反应与物理变化,C,40,True,R04_09,True,4,5,4,3,4,2,4.0,4.333333333333333
ITEM_459,mimo_A_C09,Chemistry,相变,A,26,True,R04_10,True,5,5,5,5,5,1,5.0,5.0
ITEM_070,千问_C_C10,Chemistry,化学反应与物理变化,C,40,True,R04_10,True,5,5,5,5,5,1,5.0,5.0
ITEM_465,mimo_A_C15,Biology,随机变异与非随机选择,A,26,True,R05_01,True,4,4,4,2,3,1,3.4,3.6666666666666665
ITEM_076,千问_C_C16,Biology,遗传信息与性状,C,40,True,R05_01,True,3,4,4,3,4,3,3.6,3.6666666666666665
ITEM_465,mimo_A_C15,Biology,随机变异与非随机选择,A,26,True,R05_02,True,3,4,4,3,3,2,3.4,3.3333333333333335
ITEM_076,千问_C_C16,Biology,遗传信息与性状,C,40,True,R05_02,True,4,3,3,3,4,2,3.4,3.6666666666666665
ITEM_465,mimo_A_C15,Biology,随机变异与非随机选择,A,26,True,R05_03,True,3,3,4,3,4,2,3.4,3.3333333333333335
ITEM_076,千问_C_C16,Biology,遗传信息与性状,C,40,True,R05_03,True,3,3,5,3,3,1,3.4,3.0
ITEM_465,mimo_A_C15,Biology,随机变异与非随机选择,A,26,True,R05_04,True,3,4,4,3,4,2,3.6,3.6666666666666665
ITEM_076,千问_C_C16,Biology,遗传信息与性状,C,40,True,R05_04,True,3,4,3,4,4,2,3.6,3.6666666666666665
ITEM_465,mimo_A_C15,Biology,随机变异与非随机选择,A,26,True,R05_05,True,3,4,4,4,4,2,3.8,3.6666666666666665
ITEM_076,千问_C_C16,Biology,遗传信息与性状,C,40,True,R05_05,True,3,4,4,3,4,2,3.6,3.6666666666666665
ITEM_465,mimo_A_C15,Biology,随机变异与非随机选择,A,26,True,R05_06,True,3,4,4,3,3,2,3.4,3.3333333333333335
ITEM_076,千问_C_C16,Biology,遗传信息与性状,C,40,True,R05_06,True,4,5,4,4,3,2,4.0,4.0
ITEM_465,mimo_A_C15,Biology,随机变异与非随机选择,A,26,True,R05_07,True,4,4,3,4,3,2,3.6,3.6666666666666665
ITEM_076,千问_C_C16,Biology,遗传信息与性状,C,40,True,R05_07,True,4,5,5,5,4,2,4.6,4.333333333333333
ITEM_465,mimo_A_C15,Biology,随机变异与非随机选择,A,26,True,R05_08,True,5,5,5,5,5,2,5.0,5.0
ITEM_076,千问_C_C16,Biology,遗传信息与性状,C,40,True,R05_08,True,5,5,5,5,5,1,5.0,5.0
ITEM_465,mimo_A_C15,Biology,随机变异与非随机选择,A,26,True,R05_09,True,2,2,3,3,3,2,2.6,2.3333333333333335
ITEM_076,千问_C_C16,Biology,遗传信息与性状,C,40,True,R05_09,True,5,5,4,4,4,4,4.4,4.666666666666667
ITEM_465,mimo_A_C15,Biology,随机变异与非随机选择,A,26,True,R05_10,True,5,5,5,5,1,1,4.2,3.6666666666666665
ITEM_076,千问_C_C16,Biology,遗传信息与性状,C,40,True,R05_10,True,5,5,5,5,1,1,4.2,3.6666666666666665
